parameters:
P = 0.900000	Q = 0.100000	D_A = 0.090000	error rate = 0.010000	average coverage per site = 3	sample size = 100	# of iterations = 10000

iteration	sample P	sample Q	sample error rate	sample p	sample D_A	best_major_allele_freq	best_D_A	best_f	estimated P	estimated Q	best_error	HWE_maxll	null_maxll	maxll	pol_llstat	HWE_llstat
153	0.880000	0.120000	0.014706	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.016544	-74.582691	-165.964547	-59.151542	213.626009	30.862298
154	0.930000	0.070000	0.011905	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.011905	-49.493759	-91.830660	-41.706701	100.247918	15.574116
155	0.900000	0.100000	0.006173	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.009259	-62.677216	-139.600833	-46.927529	185.346608	31.499373
156	0.950000	0.050000	0.012987	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.014610	-52.140823	-80.475000	-45.325639	70.298723	13.630369
157	0.890000	0.110000	0.010033	0.890000	0.097900	0.910000	0.081900	1.000000	0.910000	0.090000	0.010033	-63.694272	-140.092066	-49.923579	180.336975	27.541386
158	0.920000	0.080000	0.010601	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.010601	-58.224612	-108.536407	-47.212931	122.646952	22.023362
159	0.930000	0.070000	0.017910	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.017910	-68.374941	-119.984683	-58.901107	122.167153	18.947669
160	0.930000	0.070000	0.003155	0.930000	0.065100	0.920000	0.063600	0.864130	0.910000	0.070000	0.000000	-45.264462	-114.953164	-34.434643	161.037042	21.659638
161	0.930000	0.070000	0.011364	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.017045	-52.190519	-103.366218	-41.893966	122.944504	20.593106
162	0.860000	0.140000	0.006689	0.860000	0.120400	0.855000	0.108975	0.879008	0.840000	0.130000	0.000000	-66.723007	-176.087466	-52.986635	246.201661	27.472744
163	0.880000	0.120000	0.006920	0.880000	0.105600	0.875000	0.104375	0.954286	0.870000	0.120000	0.005190	-64.845101	-148.193133	-50.102832	196.180601	29.484537
164	0.900000	0.100000	0.013029	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.014658	-71.590797	-153.613021	-55.628409	195.969225	31.924776
165	0.890000	0.110000	0.009934	0.890000	0.097900	0.880000	0.095600	0.905303	0.870000	0.110000	0.004967	-67.458522	-159.039424	-54.543174	208.992499	25.830696
166	0.870000	0.130000	0.006452	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.009677	-69.954445	-174.961991	-49.787211	250.349561	40.334470
167	0.920000	0.080000	0.010490	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.010490	-52.853757	-90.747559	-44.929438	91.636241	15.848637
168	0.950000	0.050000	0.000000	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.000000	-28.937491	-80.528257	-19.646351	121.763812	18.582279
169	0.830000	0.170000	0.003448	0.830000	0.141100	0.840000	0.124400	0.925595	0.830000	0.150000	0.000000	-64.273414	-163.206346	-47.720319	230.972053	33.106190
170	0.890000	0.110000	0.009646	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.014469	-74.273068	-166.288316	-54.784955	223.006722	38.976227
171	0.870000	0.130000	0.015773	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.014196	-87.207140	-181.816323	-67.492461	228.647724	39.429358
172	0.910000	0.090000	0.007220	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.010830	-56.831576	-134.296632	-41.478251	185.636763	30.706650
173	0.900000	0.100000	0.009554	0.900000	0.090000	0.920000	0.073600	1.000000	0.920000	0.080000	0.009554	-59.034813	-121.712938	-47.652678	148.120520	22.764270
174	0.950000	0.050000	0.003185	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.004777	-36.495986	-80.791916	-27.535125	106.513581	17.921721
175	0.940000	0.060000	0.003322	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.004983	-39.179414	-84.043288	-30.109247	107.868082	18.140334
176	0.860000	0.140000	0.023649	0.860000	0.120400	0.880000	0.105600	1.000000	0.880000	0.120000	0.020270	-91.273084	-167.023087	-76.967879	180.110416	28.610410
177	0.890000	0.110000	0.017544	0.890000	0.097900	0.890000	0.087900	0.897855	0.880000	0.100000	0.010526	-72.148014	-141.527289	-62.503865	158.046848	19.288299
178	0.890000	0.110000	0.010067	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.010067	-71.358994	-152.438725	-54.255494	196.366462	34.207000
179	0.930000	0.070000	0.013158	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.014803	-57.869805	-110.328735	-48.151546	124.354378	19.436516
180	0.910000	0.090000	0.010274	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.015411	-61.410622	-123.020965	-47.521263	150.999403	27.778718
181	0.950000	0.050000	0.015773	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.018927	-58.176449	-88.887563	-50.754378	76.266371	14.844142
182	0.890000	0.110000	0.006993	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.005245	-59.510798	-132.194831	-45.789978	172.809707	27.441640
183	0.880000	0.120000	0.013746	0.880000	0.105600	0.870000	0.103100	0.911583	0.860000	0.120000	0.010309	-70.225946	-135.970647	-58.653918	154.633459	23.144057
184	0.950000	0.050000	0.006579	0.950000	0.047500	0.965000	0.028775	0.851962	0.960000	0.030000	0.004934	-30.967475	-54.964242	-27.543886	54.840711	6.847179
185	0.880000	0.120000	0.017182	0.880000	0.105600	0.885000	0.086775	0.852616	0.870000	0.100000	0.010309	-72.913086	-160.437696	-61.938456	196.998480	21.949260
186	0.950000	0.050000	0.010714	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.005357	-45.996768	-74.971116	-40.100488	69.741256	11.792559
187	0.830000	0.170000	0.006211	0.830000	0.141100	0.830000	0.141100	1.000000	0.830000	0.170000	0.009317	-86.115886	-240.701806	-57.794881	365.813849	56.642010
188	0.880000	0.120000	0.006944	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.010417	-65.488536	-129.191493	-50.419130	157.544724	30.138811
189	0.840000	0.160000	0.015924	0.840000	0.134400	0.825000	0.129375	0.896104	0.810000	0.160000	0.004777	-89.673089	-203.452099	-73.385230	260.133738	32.575718
190	0.890000	0.110000	0.006803	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.010204	-63.131597	-139.502081	-46.306170	186.391822	33.650853
191	0.880000	0.120000	0.010135	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.010135	-74.500337	-175.595452	-56.459737	238.271429	36.081200
192	0.890000	0.110000	0.007326	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.005495	-59.031931	-127.494317	-46.042937	162.902760	25.977989
193	0.890000	0.110000	0.012048	0.890000	0.097900	0.880000	0.075600	0.715909	0.850000	0.090000	0.000000	-70.401728	-153.501772	-62.704245	181.595054	15.394967
194	0.920000	0.080000	0.003509	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.005263	-49.491101	-122.306280	-35.447617	173.717327	28.086967
195	0.820000	0.180000	0.024316	0.820000	0.147600	0.805000	0.141975	0.904443	0.790000	0.180000	0.013678	-105.068484	-242.342285	-86.973450	310.737670	36.190067
196	0.890000	0.110000	0.009772	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.014658	-71.389676	-147.378344	-54.666559	185.423570	33.446233
197	0.860000	0.140000	0.010169	0.860000	0.120400	0.855000	0.108975	0.879008	0.840000	0.130000	0.005085	-70.433818	-169.750324	-57.462419	224.575810	25.942799
198	0.870000	0.130000	0.025000	0.870000	0.113100	0.855000	0.118975	0.959669	0.850000	0.140000	0.016071	-87.019795	-181.013760	-72.912147	216.203226	28.215296
199	0.890000	0.110000	0.003546	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.005319	-54.752438	-150.254224	-37.387757	225.732934	34.729361
200	0.910000	0.090000	0.010135	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.015203	-66.064044	-142.896698	-50.067564	185.658268	31.992959
201	0.910000	0.090000	0.006042	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.004532	-52.527625	-123.199697	-37.656883	171.085629	29.741484
202	0.850000	0.150000	0.006667	0.850000	0.127500	0.840000	0.134400	1.000000	0.840000	0.160000	0.010000	-78.539609	-200.743110	-55.587378	290.311464	45.904462
203	0.930000	0.070000	0.006579	0.930000	0.065100	0.920000	0.073600	1.000000	0.920000	0.080000	0.004934	-51.093587	-117.351161	-39.079914	156.542493	24.027344
204	0.850000	0.150000	0.010989	0.850000	0.127500	0.850000	0.127500	1.000000	0.850000	0.150000	0.010989	-77.564512	-163.346901	-59.668386	207.357031	35.792253
205	0.900000	0.100000	0.012698	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.014286	-66.973010	-132.023412	-52.306352	159.434119	29.333316
206	0.880000	0.120000	0.006667	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.010000	-71.052310	-167.630762	-50.276208	234.709108	41.552205
207	0.860000	0.140000	0.009259	0.860000	0.120400	0.870000	0.113100	1.000000	0.870000	0.130000	0.009259	-76.668460	-197.081218	-58.521290	277.119856	36.294338
208	0.880000	0.120000	0.006557	0.880000	0.105600	0.860000	0.100400	0.833887	0.840000	0.120000	0.000000	-61.644644	-156.418693	-49.833656	213.170075	23.621977
209	0.910000	0.090000	0.000000	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.000000	-43.355090	-114.320014	-29.468189	169.703650	27.773803
210	0.960000	0.040000	0.006515	0.960000	0.038400	0.960000	0.038400	1.000000	0.960000	0.040000	0.004886	-37.682076	-80.421565	-30.963635	98.915860	13.436881
211	0.900000	0.100000	0.005988	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.008982	-61.339948	-143.950358	-44.584763	198.731189	33.510369
212	0.940000	0.060000	0.013559	0.940000	0.056400	0.950000	0.047500	1.000000	0.950000	0.050000	0.020339	-56.250623	-113.077213	-45.489770	135.174885	21.521705
213	0.930000	0.070000	0.003195	0.930000	0.065100	0.925000	0.064375	0.927928	0.920000	0.070000	0.000000	-44.303211	-131.822574	-31.716518	200.212111	25.173385
214	0.850000	0.150000	0.006289	0.850000	0.127500	0.845000	0.125975	0.961825	0.840000	0.150000	0.004717	-72.695177	-184.835980	-56.026903	257.618152	33.336548
215	0.910000	0.090000	0.003195	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.004792	-54.893704	-144.910071	-37.891416	214.037311	34.004577
216	0.870000	0.130000	0.009524	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.009524	-76.433490	-169.834173	-57.936657	223.795033	36.993666
217	0.920000	0.080000	0.015291	0.920000	0.073600	0.910000	0.081900	1.000000	0.910000	0.090000	0.013761	-70.450616	-143.213980	-55.743867	174.940227	29.413497
218	0.900000	0.100000	0.014337	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.010753	-70.368895	-143.813288	-56.944195	173.738186	26.849400
219	0.900000	0.100000	0.012579	0.900000	0.090000	0.920000	0.073600	1.000000	0.920000	0.080000	0.009434	-65.782866	-128.943204	-53.446478	150.993452	24.672775
220	0.890000	0.110000	0.009804	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.014706	-69.579519	-150.386473	-52.645815	195.481315	33.867408
221	0.890000	0.110000	0.006536	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.009804	-60.237603	-117.529362	-46.494578	142.069568	27.486052
222	0.860000	0.140000	0.009375	0.860000	0.120400	0.860000	0.120400	1.000000	0.860000	0.140000	0.009375	-81.074039	-204.572626	-58.040458	293.064334	46.067162
223	0.930000	0.070000	0.012903	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.019355	-62.968508	-114.371407	-51.208666	126.325483	23.519685
224	0.930000	0.070000	0.006116	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.009174	-52.068028	-122.857170	-39.710890	166.292559	24.714276
225	0.940000	0.060000	0.010101	0.940000	0.056400	0.930000	0.055100	0.846390	0.920000	0.060000	0.005051	-48.159309	-98.943693	-41.603558	114.680271	13.111503
226	0.870000	0.130000	0.003731	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.005597	-57.728391	-142.306799	-41.300793	202.012012	32.855197
227	0.950000	0.050000	0.003300	0.950000	0.047500	0.960000	0.038400	1.000000	0.960000	0.040000	0.004950	-29.997336	-54.930738	-24.453682	60.954111	11.087308
228	0.890000	0.110000	0.003226	0.890000	0.097900	0.880000	0.095600	0.905303	0.870000	0.110000	0.000000	-57.418222	-172.050744	-42.284174	259.533141	30.268097
229	0.930000	0.070000	0.003257	0.930000	0.065100	0.920000	0.063600	0.864130	0.910000	0.070000	0.000000	-41.899997	-99.664487	-32.999149	133.330677	17.801695
230	0.900000	0.100000	0.019355	0.900000	0.090000	0.905000	0.070975	0.825531	0.890000	0.080000	0.014516	-74.338453	-141.354019	-66.171806	150.364426	16.333295
231	0.860000	0.140000	0.024648	0.860000	0.120400	0.860000	0.120400	1.000000	0.860000	0.140000	0.026408	-96.047463	-173.571636	-80.541655	186.059960	31.011616
232	0.910000	0.090000	0.003096	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.004644	-48.112075	-111.842475	-35.374996	152.934958	25.474157
233	0.920000	0.080000	0.000000	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.000000	-35.429004	-112.988502	-22.196640	181.583725	26.464729
234	0.930000	0.070000	0.003436	0.930000	0.065100	0.920000	0.063600	0.864130	0.910000	0.070000	0.000000	-44.345743	-132.763224	-32.975387	199.575675	22.740713
235	0.900000	0.100000	0.006711	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.005034	-58.013357	-130.271795	-44.037240	172.469111	27.952234
236	0.890000	0.110000	0.014235	0.890000	0.097900	0.870000	0.073100	0.646331	0.830000	0.090000	0.000000	-63.571837	-125.169709	-58.495005	133.349408	10.153663
237	0.920000	0.080000	0.000000	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.000000	-35.416844	-70.810108	-27.626792	86.366632	15.580104
238	0.920000	0.080000	0.003731	0.920000	0.073600	0.910000	0.071900	0.877900	0.900000	0.080000	0.000000	-41.856918	-96.701478	-34.172337	125.058282	15.369161
239	0.900000	0.100000	0.009836	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.014754	-69.183673	-147.135411	-52.615300	189.040221	33.136745
240	0.870000	0.130000	0.013378	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.020067	-86.080154	-187.200207	-63.879828	246.640758	44.400652
241	0.900000	0.100000	0.015432	0.900000	0.090000	0.885000	0.086775	0.852616	0.870000	0.100000	0.004630	-69.083778	-158.866234	-58.336560	201.059348	21.494437
242	0.960000	0.040000	0.003040	0.960000	0.038400	0.950000	0.047500	1.000000	0.950000	0.050000	0.000000	-27.575128	-69.026079	-19.646351	98.759455	15.857554
243	0.900000	0.100000	0.007353	0.900000	0.090000	0.885000	0.096775	0.950872	0.880000	0.110000	0.005515	-57.513658	-130.545479	-45.129997	170.830963	24.767321
244	0.930000	0.070000	0.009434	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.004717	-57.935802	-132.322169	-45.761229	173.121880	24.349147
245	0.900000	0.100000	0.003745	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.005618	-51.605776	-123.603149	-37.314463	172.577372	28.582627
246	0.950000	0.050000	0.010753	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.010753	-46.894208	-93.947219	-39.350619	109.193202	15.087179
247	0.890000	0.110000	0.006711	0.890000	0.097900	0.885000	0.096775	0.950872	0.880000	0.110000	0.005034	-60.802499	-133.541845	-48.583797	169.916096	24.437404
248	0.940000	0.060000	0.013699	0.940000	0.056400	0.970000	0.029100	1.000000	0.970000	0.030000	0.020548	-46.089798	-79.597848	-39.080422	81.034854	14.018752
249	0.890000	0.110000	0.008929	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.004464	-65.778429	-153.957968	-51.023820	205.868296	29.509217
250	0.870000	0.130000	0.006410	0.870000	0.113100	0.875000	0.104375	0.954286	0.870000	0.120000	0.004808	-65.849324	-163.428146	-50.349094	226.158104	31.000459
251	0.950000	0.050000	0.013072	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.019608	-53.148680	-84.331510	-45.555935	77.551150	15.185489
252	0.810000	0.190000	0.000000	0.810000	0.153900	0.810000	0.153900	1.000000	0.810000	0.190000	0.000000	-67.886019	-170.992539	-46.329402	249.326275	43.113233
253	0.930000	0.070000	0.006349	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.004762	-49.997572	-114.788325	-39.364278	150.848095	21.266589
254	0.910000	0.090000	0.009740	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.009740	-65.395203	-147.499181	-50.015867	194.966628	30.758672
255	0.950000	0.050000	0.009934	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.014901	-47.364845	-76.135995	-40.056927	72.158136	14.615837
256	0.920000	0.080000	0.007194	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.010791	-50.985755	-111.524541	-39.007531	145.034019	23.956448
257	0.920000	0.080000	0.013793	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.010345	-60.272984	-119.463894	-50.338413	138.250962	19.869143
258	0.950000	0.050000	0.010239	0.950000	0.047500	0.945000	0.046975	0.903800	0.940000	0.050000	0.010239	-43.793128	-67.487104	-39.632426	55.709355	8.321403
259	0.850000	0.150000	0.015674	0.850000	0.127500	0.850000	0.127500	1.000000	0.850000	0.150000	0.018809	-94.096107	-201.686924	-73.145444	257.082960	41.901327
260	0.920000	0.080000	0.006757	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.010135	-54.420628	-116.625879	-41.550432	150.150895	25.740392
261	0.890000	0.110000	0.014035	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.015789	-75.771588	-150.673779	-59.345478	182.656602	32.852219
262	0.910000	0.090000	0.003425	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.005137	-46.547084	-98.573797	-35.204195	126.739203	22.685778
263	0.910000	0.090000	0.012821	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.014423	-64.511754	-128.363700	-53.032316	150.662768	22.958877
264	0.890000	0.110000	0.023891	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.030717	-89.576522	-160.732347	-73.057395	175.349905	33.038255
265	0.900000	0.100000	0.006061	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.004545	-64.675234	-168.889912	-46.221338	245.337149	36.907792
266	0.840000	0.160000	0.003425	0.840000	0.134400	0.830000	0.141100	1.000000	0.830000	0.170000	0.005137	-72.565058	-177.719213	-50.522616	254.393195	44.084884
267	0.910000	0.090000	0.006452	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.009677	-55.135446	-99.875986	-44.491807	110.768359	21.287278
268	0.860000	0.140000	0.016722	0.860000	0.120400	0.850000	0.127500	1.000000	0.850000	0.150000	0.020067	-89.557097	-187.200207	-70.421829	233.556755	38.270536
269	0.890000	0.110000	0.006309	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.004732	-62.484682	-154.875465	-46.665457	216.420018	31.638451
270	0.880000	0.120000	0.003378	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.005068	-60.339533	-149.112535	-42.051398	214.122274	36.576269
271	0.870000	0.130000	0.003367	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.005051	-63.404921	-175.760056	-41.815865	267.888383	43.178112
272	0.860000	0.140000	0.013245	0.860000	0.120400	0.855000	0.118975	0.959669	0.850000	0.140000	0.009934	-79.912255	-167.931327	-65.478151	204.906352	28.868209
273	0.900000	0.100000	0.018576	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.013932	-83.416319	-158.741277	-69.035081	179.412393	28.762477
274	0.890000	0.110000	0.013115	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.014754	-76.814344	-156.418693	-60.021981	192.793424	33.584726
275	0.930000	0.070000	0.006623	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.004967	-40.935843	-63.647959	-36.758180	53.779559	8.355327
276	0.930000	0.070000	0.020690	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.025862	-71.241891	-119.463894	-60.880556	117.166676	20.722671
277	0.890000	0.110000	0.014925	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.022388	-72.907220	-130.057635	-59.266306	141.582659	27.281828
278	0.940000	0.060000	0.000000	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.000000	-35.956121	-111.805648	-22.325500	178.960296	27.261241
279	0.920000	0.080000	0.006536	0.920000	0.073600	0.915000	0.072775	0.935712	0.910000	0.080000	0.004902	-52.254129	-114.032791	-41.760257	144.545068	20.987744
280	0.850000	0.150000	0.000000	0.850000	0.127500	0.840000	0.134400	1.000000	0.840000	0.160000	0.000000	-63.607502	-187.378862	-40.913933	292.929859	45.387139
281	0.910000	0.090000	0.006803	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.005102	-56.159597	-129.844336	-43.667327	172.354018	24.984540
282	0.920000	0.080000	0.010949	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.016423	-57.270813	-97.185447	-47.271597	99.827700	19.998432
283	0.870000	0.130000	0.006536	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.004902	-67.084944	-159.588624	-49.925851	219.325547	34.318186
284	0.860000	0.140000	0.012903	0.860000	0.120400	0.875000	0.104375	0.954286	0.870000	0.120000	0.004839	-78.645247	-189.130393	-63.007570	252.245646	31.275353
285	0.920000	0.080000	0.006780	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.005085	-53.970637	-116.533779	-41.858938	149.349681	24.223398
